,Unnamed: 0,City,Client Group,Contact Method,Country,Date Closed,Language,Month,Organization,Postal/Zip Code,Prog. Area,Program,Prov/State,Reason for Enquiry,Resolution,SRT #,SRT Status,Sector,Topic
6056,2430,,Professional Services,Telephone,Unknown,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,User Name,IC Registration,,Requires Contact Information,Completed,499976,Closed,Communications and Marketing Branch,Innovation
6063,2437,,Company,Telephone,Canada,2019-02-06,French,Feb,"Innovation, Science and Economic Development Canada
Provincial Government",,Dissolve a Corporation,"Corporations Canada (CC)
Quebec",Québec,"Misdirected to Industry Canada
Requires Information on a Procedure",Partial Resolution + External,499963,Closed,"Small Business Tourism and Marketplace Services
",Corporations
6065,2439,,Unknown,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,Women Entrepreneurship Fund,"Innovation Canada Platform
Small Business, Tourism and Marketplace Services",Ontario,"Requires Expert Information
Requires Information on a Procedure",Completed,499961,Closed,"Innovation Canada
Small Business Tourism and Marketplace Services","Financing
Industries and business
Innovation"
6066,2440,,Financial Institution,Telephone,Canada,2019-02-06,French,Feb,Not Applicable,,,Not Applicable,Québec,Problem (Non-Technical),Completed,499962,Closed,,Other
6078,2452,,Company,Telephone,Unknown,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),,Requires Expert Information,Referral (Internal),499916,Closed,Small Business Tourism and Marketplace Services,Corporations
6080,2454,,Provincial Government,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,Prairie & Northern,Spectrum Management and Telecommunications,Alberta,Requires Expert Information,Referral (Internal),499915,Closed,Spectrum Information Technologies and Telecommunications,"Internet radio and wireless
Other"
6084,2458,,Company,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,"Registration
Pacific","IC Registration
Spectrum Management and Telecommunications",British Columbia,"Problem (Non-Technical)
Requires Expert Information",Partial Resolution + Internal,499918,Closed,"Communications and Marketing Branch
Spectrum Information Technologies and Telecommunications","Internet radio and wireless
Other"
6093,2467,,Individual,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),Ontario,"Requires Expert Information
Requires Information on a Procedure",Referral (Internal),499932,Closed,Small Business Tourism and Marketplace Services,Corporations
6094,2468,,Company,Telephone,Canada,2019-02-06,French,Feb,"Innovation, Science and Economic Development Canada",,Changes Regarding Directors,Corporations Canada (CC),Québec,"Requires Information on a Procedure
Requires Navigational Aid","Completed
Referral (Internal)",499929,Closed,Small Business Tourism and Marketplace Services,Corporations
6105,2479,,Company,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),Québec,Requires Expert Information,Referral (Internal),500013,Closed,Small Business Tourism and Marketplace Services,Corporations
6108,2482,,Company,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,Stream 4,Strategic Innovation Fund,Alberta,"Requires Expert Information
Requires Information on a Procedure",Completed,500014,Closed,Innovation Canada,Innovation
6110,2484,,Company,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,Revive a Corporation,Corporations Canada (CC),British Columbia,Requires Information on a Procedure,Completed,500041,Closed,Small Business Tourism and Marketplace Services,Corporations
6124,2498,,Professional Services,Telephone,Canada,2019-02-06,French,Feb,"Innovation, Science and Economic Development Canada",,Password,IC Registration,Québec,Problem (Non-Technical),Completed,499991,Closed,Communications and Marketing Branch,Other
6139,2513,,Individual,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),Ontario,Requires Contact Information,Completed,500004,Closed,Small Business Tourism and Marketplace Services,Corporations
6150,2524,,Individual,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,Corporation Key,Corporations Canada (CC),Ontario,"Problem (Non-Technical)
Requires Expert Information",Referral (Internal),499821,Closed,Small Business Tourism and Marketplace Services,Corporations
6153,2527,,Company,Telephone,Canada,2019-02-06,French,Feb,"Innovation, Science and Economic Development Canada",,"File an Annual Return
Revive a Corporation",Corporations Canada (CC),Québec,"Problem (Non-Technical)
Requires Expert Information",Referral (Internal),499817,Closed,Small Business Tourism and Marketplace Services,Corporations
6156,2530,,Company,Telephone,Canada,2019-02-06,French,Feb,"Innovation, Science and Economic Development Canada",,Women Entrepreneurship Fund,"Small Business, Tourism and Marketplace Services",Québec,Status Update,Completed,499854,Closed,Small Business Tourism and Marketplace Services,"Financing
Industries and business"
6158,2532,,Professional Services,Telephone,Canada,2019-02-06,French,Feb,"Innovation, Science and Economic Development Canada",,File an Annual Return,Corporations Canada (CC),Québec,Requires Expert Information,Referral (Internal),499865,Closed,Small Business Tourism and Marketplace Services,Corporations
6183,2557,,Individual,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,"Password
Update",IC Registration,Ontario,Problem (Non-Technical),Completed,499809,Closed,Communications and Marketing Branch,Other
6194,2568,,Federal Government,Telephone,Canada,2019-02-06,English,Feb,Federal Government,,,Other,Ontario,Requires Information on a Procedure,Completed,499895,Closed,,Other
6206,2580,,Individual,Telephone,Canada,2019-02-06,French,Feb,"Innovation, Science and Economic Development Canada",,NFP - Incorporation,Corporations Canada (CC),Québec,"Requires Information on a Procedure
Requires Navigational Aid",Completed,499901,Closed,Small Business Tourism and Marketplace Services,Corporations
6210,2584,,Company,Telephone,Canada,2019-02-06,English,Feb,Provincial Government,,,Ontario,Québec,Requires Expert Information,Referral (External),499878,Closed,,Corporations
6220,2594,,Company,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,,Canada Small Business Financing Program (CSBFP),Ontario,Requires Information on a Procedure,Partial Resolution + Internal,499890,Closed,Small Business Tourism and Marketplace Services,Innovation
6224,2598,,Company,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,Obtain Corporation Documents,Corporations Canada (CC),Ontario,Requires Expert Information,Referral (Internal),499884,Closed,Small Business Tourism and Marketplace Services,Corporations
6341,2715,,Company,Telephone,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,NUANS,Corporations Canada (CC),,Requires Expert Information,Referral (Internal),493758,Closed,Small Business Tourism and Marketplace Services,Corporations
6359,2733,,Individual,Telephone,Canada,2019-02-05,English,Feb,"Innovation, Science and Economic Development Canada",,Not Applicable,"Innovation Canada Platform
Strategic Innovation Fund
Venture Capital Catalyst Initiative",Ontario,Requires Information on a Procedure,Completed,499591,Closed,"Innovation Canada
Small Business Tourism and Marketplace Services",Innovation
6362,2736,,Company,Telephone,Canada,2019-02-05,English,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),Nova Scotia,Requires Expert Information,Referral (Internal),499598,Closed,Small Business Tourism and Marketplace Services,Corporations
6364,2738,,Company,Telephone,Canada,2019-02-05,English,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),Saskatchewan,Requires Expert Information,Referral (Internal),499595,Closed,Small Business Tourism and Marketplace Services,Corporations
6381,2755,,Individual,Telephone,Canada,2019-02-05,English,Feb,"Innovation, Science and Economic Development Canada",,Women Entrepreneurship Fund,"Innovation Canada Platform
Small Business, Tourism and Marketplace Services",Ontario,Requires Information on a Procedure,Completed,499688,Closed,"Innovation Canada
Small Business Tourism and Marketplace Services","Financing
Industries and business
Innovation"
6393,2767,,Individual,Telephone,Canada,2019-02-05,English,Feb,"Innovation, Science and Economic Development Canada",,,Innovation Canada Platform,Québec,Requires Information on a Procedure,Completed,499716,Closed,Innovation Canada,Innovation
6394,2768,,Unknown,Telephone,Canada,2019-02-05,French,Feb,"Innovation, Science and Economic Development Canada",,"Change of Registered Office Address
Other",Corporations Canada (CC),Ontario,Requires Expert Information,Partial Resolution + Internal,499717,Closed,Small Business Tourism and Marketplace Services,Corporations
6399,2773,,Individual,Telephone,Canada,2019-02-05,English,Feb,"Enterprises
Innovation, Science and Economic Development Canada",,Other,"Connecting Families
Private Enterprise",Ontario,Requires Expert Information,Partial Resolution + External,499692,Closed,Digital Transformation Service Sector,Innovation
6400,2774,,Company,Telephone,Canada,2019-02-05,English,Feb,"Innovation, Science and Economic Development Canada",,"Change of Registered Office Address
Changes Regarding Directors",Corporations Canada (CC),Ontario,Requires Expert Information,Partial Resolution + Internal,499700,Closed,Small Business Tourism and Marketplace Services,Corporations
6404,2778,,Individual,Telephone,Canada,2019-02-05,French,Feb,Federal Government,,,Canadian Anti-Fraud Centre (CAFC),Ontario,"Requires Information on a Procedure
Requires Navigational Aid",Completed,499654,Closed,,Other
6406,2780,,Unknown,Telephone,United States,2019-02-05,English,Feb,"Innovation, Science and Economic Development Canada",,Not Applicable,Strategic Innovation Fund,,Requires Information on a Procedure,Completed,499652,Closed,Innovation Canada,Innovation
6407,2781,,Company,Telephone,Canada,2019-02-05,English,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),Québec,"Requires Information on a Procedure
Requires Navigational Aid",Completed,499657,Closed,Small Business Tourism and Marketplace Services,Corporations
6408,2782,,Individual,Telephone,Canada,2019-02-05,English,Feb,Federal Government,,,Canadian Heritage (CH),Ontario,"Requires Expert Information
Requires Information on a Procedure",Referral (External),499655,Closed,,Other
6410,2784,,Individual,Telephone,Canada,2019-02-05,English,Feb,"Innovation, Science and Economic Development Canada",,Telephone Directory,The Department,Québec,Requires Contact Information,Completed,499643,Closed,,Other
6412,2786,,Company,Telephone,Canada,2019-02-05,English,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),Québec,Requires Expert Information,Referral (Internal),499640,Closed,Small Business Tourism and Marketplace Services,Corporations
6417,2791,,Company,Telephone,Canada,2019-02-05,English,Feb,"Innovation, Science and Economic Development Canada",,Obtain Corporation Documents,Corporations Canada (CC),Ontario,Requires Expert Information,Referral (Internal),499668,Closed,Small Business Tourism and Marketplace Services,Corporations
6420,2794,,Company,Telephone,Canada,2019-02-05,French,Feb,"Federal Government
Innovation, Science and Economic Development Canada",,,"Public Services and Procurement Canada
Innovative Solutions Canada",Québec,"Requires Information on a Procedure
Requires Expert Information",Referral (External),499672,Closed,Innovation Canada,Innovation
